,компания,сектор,год,тип отчета,ссылка на отчет,E_Общие,E_Биоразнообразие,E_Вода,E_Газ,E_Климат,E_Отходы,E_Экологический менеджмент,E_Энергия,S_Безопасность и охрана здоровья,S_Безопасность продукта,S_Благотворительность,S_Инвестиции и капитальные вложения,S_Налоги,S_Обучение и развитие,S_Оплата труда,S_Отношения с потребителями,S_Отношения с работниками,S_Охрана здоровья,S_Профсоюзы и коллективные договоры,S_Трудовые отношения,G_Антикоррупция,G_Дивиденды и акционеры,G_Инновации,G_Лидерство,G_Отчетность и прозрачность,G_Управление рисками,G_Эффективность и производительность
646,АО «МХК «ЕвроХим»,"Химическая, нефтехимическая, парфюмерная",2015,ОУР,/download/e3a354282bb80bcf612769e1af21f8c3/,0.04,0.02,0.01,0.01,0.02,0.03,0.03,0.02,0.03,0.01,0.03,0.03,0.01,0.01,0.03,0.03,0.02,0.0,0.03,0.04,0.03,0.03,0.02,0.04,0.03,0.03,0.04
647,АО «МХК «ЕвроХим»,"Химическая, нефтехимическая, парфюмерная",2014,ОУР,/download/a838e2eb813dfca60e4cc2764edc0112/,0.04,0.01,0.01,0.01,0.02,0.04,0.03,0.02,0.03,0.01,0.03,0.03,0.01,0.02,0.02,0.03,0.02,0.0,0.02,0.04,0.02,0.02,0.01,0.04,0.03,0.03,0.03
648,АО «МХК «ЕвроХим»,"Химическая, нефтехимическая, парфюмерная",2013,ОУР,/download/f2b3f0e23fd10f55a62c826dd605e24a/,0.04,0.02,0.01,0.01,0.02,0.03,0.03,0.01,0.03,0.01,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.0,0.02,0.04,0.02,0.02,0.01,0.04,0.03,0.03,0.03
649,АО «МХК «ЕвроХим»,"Химическая, нефтехимическая, парфюмерная",2012,ОУР,/download/8e5743af4d28361915f26f76f3f08c36/,0.05,0.02,0.01,0.01,0.02,0.04,0.03,0.02,0.04,0.01,0.03,0.04,0.01,0.02,0.03,0.03,0.03,0.0,0.03,0.04,0.03,0.03,0.01,0.04,0.04,0.04,0.04
650,АО «МХК «ЕвроХим»,"Химическая, нефтехимическая, парфюмерная",2011,ОУР,/download/2e9ce2edb0315e719153ec88ba157c06/,0.05,0.02,0.01,0.01,0.02,0.04,0.04,0.02,0.03,0.02,0.03,0.04,0.02,0.02,0.02,0.03,0.02,0.0,0.02,0.03,0.02,0.03,0.01,0.04,0.04,0.03,0.03
652,АО «МХК «ЕвроХим»,"Химическая, нефтехимическая, парфюмерная",2009,СО,/download/a18f6c13e661179735a4ea4e60a575fb/,0.03,0.01,0.01,0.0,0.02,0.03,0.03,0.02,0.03,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0.03
653,АО «МХК «ЕвроХим»,"Химическая, нефтехимическая, парфюмерная",2008,СО,/download/0e64c746aaef0afe3305c6ea5ee62664/,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01
654,АО «МХК «ЕвроХим»,"Химическая, нефтехимическая, парфюмерная",2007,СО,/download/2d5f82675e505bd8201f52cd22e89e19/,0.02,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02
655,АО «МХК «ЕвроХим»,"Химическая, нефтехимическая, парфюмерная",2006,СО,/download/ea57dabca7fcac641783ed260dbee10d/,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01
656,АО «МХК «ЕвроХим»,"Химическая, нефтехимическая, парфюмерная","2005, 2004, 2003, 2002, 2001, 2000",СО,/download/b6e9deb7a46b4142af885bac952beff9/,0.02,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.0,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02
657,Магнит,Ритейл,2021,ОУР,/download/4d319c7009a0f65da78c0778b124b05f/,0.03,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.04,0.01,0.02,0.03,0.01,0.01,0.03,0.04,0.03,0.01,0.02,0.04,0.03,0.02,0.01,0.03,0.03,0.02,0.03
658,Магнит,Торговля,2020,ОУР,/download/553cf56e90b1c931a13e81206d028c46/,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.0,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.02
659,Магнит,Ритейл,2020,ИО,/download/0818517a3297a07ba776b42d961a15c0/,0.02,0.01,0.0,0.0,0.02,0.01,0.01,0.02,0.03,0.03,0.01,0.06,0.02,0.01,0.03,0.05,0.03,0.01,0.01,0.05,0.03,0.06,0.01,0.05,0.05,0.04,0.05
660,Магнит,Ритейл,2020,ОУР,/download/867817baa22ac7480bbe9f26873ca3c2/,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.0,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.02
661,Магнит,Ритейл,2019,ОУР,/download/bee2d8f4fd07752c73de10d41eebba12/,0.02,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.0,0.01,0.04,0.01,0.0,0.01,0.02,0.02,0.01,0.0,0.02,0.02,0.01,0.02
662,ПАО «МегаФон»,Телекоммуникационная и связь,2021,ИО,/download/6bca790a7823f1dab1a76189c301bf85/,0.02,0.01,0.0,0.0,0.03,0.01,0.01,0.02,0.03,0.04,0.02,0.07,0.02,0.01,0.03,0.04,0.02,0.01,0.01,0.04,0.03,0.06,0.01,0.05,0.06,0.05,0.06
663,ПАО «МегаФон»,Телекоммуникационная и связь,2020,ИО,/download/dbfd57a3b6cf29f30560c560fbee0dc3/,0.02,0.01,0.0,0.0,0.02,0.01,0.01,0.02,0.03,0.03,0.02,0.05,0.02,0.01,0.02,0.04,0.02,0.01,0.01,0.04,0.02,0.04,0.01,0.03,0.04,0.04,0.05
664,ПАО «МегаФон»,Телекоммуникационная и связь,2019,ИО,/download/9e2188cca1bb2f30320ed2a42db3932f/,0.02,0.01,0.0,0.0,0.02,0.01,0.01,0.02,0.03,0.03,0.02,0.06,0.02,0.01,0.02,0.04,0.02,0.0,0.01,0.03,0.02,0.05,0.01,0.03,0.05,0.04,0.05
665,ПАО «МегаФон»,Телекоммуникационная и связь,2018,ИО,/download/aab4b0bdb5ba5184b975348751f1da81/,0.02,0.01,0.0,0.0,0.02,0.0,0.01,0.02,0.03,0.03,0.02,0.06,0.02,0.01,0.02,0.04,0.02,0.0,0.01,0.03,0.02,0.05,0.01,0.03,0.04,0.04,0.05
666,ПАО «МегаФон»,Телекоммуникационная и связь,2017,ИО,/download/5d14053e07fdc3e7fff50049b2b11fa8/,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.03,0.03,0.02,0.06,0.02,0.01,0.02,0.04,0.02,0.0,0.01,0.03,0.02,0.05,0.01,0.03,0.04,0.04,0.04
668,ПАО «МегаФон»,Телекоммуникационная и связь,2015,ИО,/download/429ec702f0d5622c7c845d720d0884c9/,0.01,0.01,0.0,0.0,0.02,0.0,0.01,0.02,0.03,0.03,0.02,0.06,0.02,0.01,0.03,0.04,0.02,0.0,0.01,0.03,0.02,0.05,0.01,0.03,0.04,0.04,0.05
669,ПАО «МегаФон»,Телекоммуникационная и связь,2014,ИО,/download/6fcc635c494cc9fd5860e6e52ab48d49/,0.02,0.01,0.0,0.0,0.02,0.01,0.01,0.02,0.03,0.03,0.02,0.06,0.02,0.01,0.03,0.04,0.02,0.0,0.01,0.03,0.02,0.05,0.01,0.03,0.05,0.04,0.05
670,ПАО «МегаФон»,Телекоммуникационная и связь,2013,ИО,/download/b6e7437617b9cf5b81d23c5d3d6170f5/,0.01,0.01,0.0,0.0,0.02,0.0,0.01,0.02,0.03,0.03,0.02,0.06,0.02,0.01,0.03,0.04,0.02,0.0,0.01,0.03,0.02,0.05,0.01,0.04,0.04,0.04,0.05
671,ПАО «МегаФон»,Телекоммуникационная и связь,2012,ИО,/download/3814bf321d22894a3823daa56f93343c/,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.02,0.02,0.03,0.02,0.0,0.01,0.03,0.01,0.0,0.01,0.02,0.01,0.03,0.01,0.03,0.03,0.02,0.03
674,Международный аэропорт Шереметьево,"Транспорт, дорожное строительство и логистические услуги ",2020,ИО,/download/a19f7960f5c856476398b02339fdf212/,0.01,0.01,0.0,0.0,0.02,0.0,0.01,0.02,0.03,0.03,0.02,0.05,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.04,0.02,0.04,0.01,0.04,0.04,0.04,0.04
675,Международный аэропорт Шереметьево,"Транспорт, дорожное строительство и логистические услуги ",2019,ИО,/download/9f8edb52b2dfaf572fe2b5681f0f228f/,0.01,0.01,0.0,0.0,0.02,0.0,0.01,0.02,0.03,0.03,0.02,0.05,0.02,0.01,0.02,0.03,0.02,0.0,0.01,0.03,0.02,0.04,0.01,0.04,0.04,0.04,0.04
676,Международный аэропорт Шереметьево,"Транспорт, дорожное строительство и логистические услуги ",2018,ИО,/download/5c1bcbc4f4285a9adb051933c997b6d4/,0.01,0.0,0.0,0.0,0.03,0.0,0.01,0.02,0.03,0.04,0.01,0.06,0.02,0.01,0.02,0.03,0.02,0.0,0.01,0.03,0.02,0.04,0.01,0.04,0.04,0.04,0.05
682,ПАО «Межрегиональная распределительная сетевая компания Юга»,Энергетика,2010,СО,/download/403f1ed376fab3da791d463d96610fa6/,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.03,0.02,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0.02
683,ПАО «Межрегиональная распределительная сетевая компания Юга»,Энергетика,2009,СО,/download/8ff53d793d7aec4e6da6faf6019301c1/,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.03,0.01,0.01,0.02,0.0,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.02,0.02,0.02
686,ОАО «Монди Бизнес Пейпа Сыктывкарский ЛПК»,"Деревообрабатывающая, целлюлозно-бумажная",2005,СО,/download/6ed93fbe7e8435aad3b71d5428a6fd82/,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.02,0.05,0.01,0.06,0.03,0.01,0.01,0.07,0.02,0.05,0.03,0.03,0.06,0.03,0.03,0.01,0.04,0.05,0.02,0.04
688,ОАО «Монди Бизнес Пейпа Сыктывкарский ЛПК»,"Деревообрабатывающая, целлюлозно-бумажная",2004,ЭО,/download/9080b5abb8bb66853478cdf26a78aa0f/,0.07,0.02,0.04,0.01,0.02,0.03,0.02,0.02,0.03,0.0,0.01,0.01,0.0,0.02,0.01,0.01,0.01,0.0,0.01,0.02,0.03,0.01,0.0,0.02,0.02,0.02,0.03
689,ООО «Мон’дэлис Русь»,Производство пищевых и других потребительских товаров,2015,СО,/download/8c26e3d4870a06f5260925aa753b1b8c/,0.04,0.0,0.02,0.0,0.01,0.02,0.02,0.02,0.03,0.01,0.02,0.03,0.01,0.0,0.02,0.05,0.02,0.0,0.01,0.02,0.02,0.02,0.01,0.02,0.04,0.03,0.03
690,ООО «Мон’дэлис Русь»,Производство пищевых и других потребительских товаров,2014,СО,/download/f2e2355a619991e2b7a72bdb51a05f1b/,0.03,0.01,0.01,0.0,0.02,0.01,0.03,0.02,0.03,0.02,0.03,0.03,0.01,0.0,0.04,0.05,0.03,0.0,0.02,0.03,0.02,0.02,0.01,0.02,0.04,0.03,0.04
691,ООО «Мон’дэлис Русь»,Производство пищевых и других потребительских товаров,2013,СО,/download/a807c9e0a5e504188e7f989980a957ea/,0.03,0.01,0.01,0.0,0.01,0.02,0.02,0.02,0.03,0.01,0.02,0.03,0.01,0.01,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.04,0.03,0.04
695,Московская Биржа,Финансы и страхование,2021,ОУР,/download/6c410e20112c1234d3c00a34d0c9f90f/,0.02,0.01,0.01,0.0,0.02,0.0,0.01,0.02,0.04,0.02,0.02,0.07,0.02,0.01,0.03,0.04,0.02,0.01,0.02,0.04,0.03,0.07,0.02,0.04,0.05,0.08,0.04
696,Московская Биржа,Финансы и страхование,2020,ОУР,/download/daabe139b48c32d144e71c552e16313a/,0.02,0.01,0.0,0.0,0.02,0.0,0.01,0.02,0.04,0.02,0.02,0.07,0.02,0.01,0.03,0.03,0.03,0.01,0.02,0.04,0.03,0.07,0.02,0.04,0.05,0.08,0.04
697,Московская Биржа,Финансы и страхование,2019,ОУР,/download/8630b5d31192be5c3a98093d0c52b81c/,0.02,0.01,0.01,0.0,0.02,0.01,0.02,0.02,0.04,0.03,0.03,0.07,0.02,0.02,0.03,0.03,0.03,0.0,0.02,0.04,0.03,0.07,0.02,0.05,0.05,0.08,0.04
698,ПАО «Московский кредитный банк»,Финансы и страхование,2019,ОУР,/download/ce5d600ffd4845e3f867e2731b46a1f8/,0.04,0.01,0.0,0.0,0.03,0.01,0.02,0.03,0.05,0.03,0.07,0.05,0.03,0.02,0.05,0.06,0.05,0.01,0.03,0.06,0.04,0.05,0.02,0.05,0.06,0.07,0.05
699,ПАО «Московский кредитный банк»,Финансы и страхование,2018,ОУР,/download/6928c03fa1122b2ec978b4151aead763/,0.0,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
700,ОАО «НИПИГАЗ» ,Нефтегазовая,2013,СО,/download/8bb9860770fffc4a3ef49a799a72da80/,0.06,0.06,0.01,0.02,0.02,0.03,0.03,0.04,0.02,0.0,0.04,0.04,0.01,0.01,0.01,0.01,0.02,0.0,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.03
701,ОАО «НИПИГАЗ» ,Нефтегазовая,2012,СО,/download/4f463b58c1aa6113259be9188a1db2c8/,0.04,0.02,0.01,0.01,0.02,0.02,0.03,0.03,0.05,0.01,0.08,0.05,0.01,0.06,0.04,0.04,0.05,0.01,0.04,0.07,0.03,0.04,0.02,0.06,0.05,0.02,0.05
702,ОАО «НИПИГАЗ» ,Нефтегазовая,2011,СО,/download/4834f79c8a92bd1e30fcaf5a518267d2/,0.02,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.03,0.0,0.04,0.02,0.0,0.05,0.03,0.01,0.03,0.0,0.03,0.04,0.03,0.02,0.01,0.04,0.03,0.01,0.03
703,ПАО «НЛМК»,Металлургическая и горнодобывающая,2021,ИО,/download/de45f8ddf53aa9ba80614d1c93e296fc/,0.03,0.01,0.01,0.01,0.04,0.01,0.02,0.03,0.04,0.03,0.02,0.06,0.02,0.01,0.03,0.04,0.03,0.0,0.02,0.05,0.03,0.04,0.01,0.05,0.05,0.04,0.05
704,ПАО «НЛМК»,Металлургическая и горнодобывающая,2020,ИО,/download/f5b02650d8be78c505a1812b94136808/,0.03,0.01,0.01,0.01,0.03,0.01,0.02,0.03,0.04,0.03,0.02,0.06,0.01,0.01,0.03,0.04,0.03,0.01,0.02,0.05,0.03,0.05,0.01,0.05,0.05,0.04,0.05
705,ПАО «НЛМК»,Металлургическая и горнодобывающая,2019,ИО,/download/6ba7d1e0be988aba125bac880e7febf0/,0.02,0.01,0.01,0.0,0.03,0.01,0.02,0.02,0.04,0.03,0.02,0.06,0.01,0.01,0.03,0.03,0.03,0.0,0.02,0.04,0.03,0.05,0.01,0.05,0.06,0.04,0.05
706,ПАО «НЛМК»,Металлургическая и горнодобывающая,2018,ИО,/download/c04a21a1b863aeeab55923860f3f4959/,0.02,0.01,0.01,0.0,0.03,0.01,0.02,0.02,0.04,0.03,0.02,0.05,0.01,0.01,0.03,0.03,0.03,0.0,0.02,0.04,0.03,0.05,0.01,0.05,0.05,0.04,0.05
707,ПАО «НЛМК»,Металлургическая и горнодобывающая,2017,ИО,/download/566ae3f118cd276ae5fe7b8b8c3dcdb9/,0.02,0.01,0.01,0.0,0.03,0.01,0.01,0.02,0.03,0.03,0.02,0.06,0.01,0.01,0.03,0.03,0.02,0.0,0.01,0.04,0.03,0.05,0.01,0.05,0.05,0.04,0.05
708,ПАО «НЛМК»,Металлургическая и горнодобывающая,2016,ЭО,/download/54a1e1a70d5ee6f63f00addd1c8181da/,0.03,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
709,ПАО «НЛМК»,Металлургическая и горнодобывающая,2015,ОУР,/download/d4ec20a042e7f08159e070558de0b261/,0.02,0.01,0.0,0.0,0.01,0.01,0.02,0.01,0.03,0.01,0.03,0.02,0.01,0.01,0.03,0.02,0.03,0.0,0.03,0.04,0.02,0.02,0.01,0.03,0.02,0.02,0.03
710,ПАО «НЛМК»,Металлургическая и горнодобывающая,2014,ЭО,/download/e887828456481182083f8831c094a47f/,0.02,0.0,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
711,ПАО «НЛМК»,Металлургическая и горнодобывающая,2014,СО,/download/28e60b356a7186383551b60f5c9080c8/,0.01,0.01,0.0,0.0,0.02,0.0,0.03,0.01,0.04,0.02,0.03,0.02,0.01,0.01,0.05,0.01,0.04,0.01,0.04,0.05,0.02,0.02,0.0,0.03,0.02,0.03,0.03
712,ПАО «НЛМК»,Металлургическая и горнодобывающая,2013,ЭО,/download/28f83356877ac5333c04471f08b53617/,0.03,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02
713,ПАО «НЛМК»,Металлургическая и горнодобывающая,2013,СО,/download/9e05669fe0ac2aa168c6e738f24815d5/,0.02,0.01,0.0,0.0,0.02,0.01,0.03,0.02,0.05,0.01,0.04,0.03,0.01,0.02,0.06,0.02,0.06,0.01,0.05,0.06,0.03,0.04,0.01,0.04,0.03,0.03,0.04
714,ПАО «НЛМК»,Металлургическая и горнодобывающая,2012,СО,/download/dbb1a1e9883fc43a7877d4a5de8ecc10/,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.03,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.02,0.01,0.03
715,ПАО «НЛМК»,Металлургическая и горнодобывающая,2011,СО,/download/ac18147826ff6622461bc25afbdde6a2/,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.03,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.02,0.02,0.03
716,ПАО «НЛМК»,Металлургическая и горнодобывающая,2010,СО,/download/561403e7324c3c4eea3c8554d56747dd/,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.02,0.03,0.01,0.02,0.02,0.01,0.01,0.03,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.0,0.03,0.02,0.02,0.03
717,ПАО «НЛМК»,Металлургическая и горнодобывающая,2009,СО,/download/772b067755897983679c2600b6709598/,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.03,0.02,0.03,0.0,0.02,0.03,0.02,0.02,0.0,0.03,0.02,0.02,0.03
718,ПАО «НЛМК»,Металлургическая и горнодобывающая,2008,СО,/download/76b34172ec05d23ccd711697c99ec0f7/,0.02,0.01,0.01,0.0,0.02,0.01,0.01,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.03,0.02,0.03,0.0,0.02,0.03,0.02,0.02,0.0,0.03,0.02,0.02,0.03
719,ПАО «НЛМК»,Металлургическая и горнодобывающая,2007,СО,/download/d854f42b15bd1e1f982b62a04cc9af4b/,0.02,0.01,0.0,0.0,0.02,0.01,0.02,0.01,0.03,0.01,0.03,0.02,0.01,0.02,0.03,0.02,0.03,0.01,0.03,0.04,0.02,0.02,0.01,0.03,0.02,0.02,0.03
720,ПАО «НЛМК»,Металлургическая и горнодобывающая,2006,СО,/download/bc385fac29fd2298fa152eada2e7b572/,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.03,0.01,0.03,0.03,0.01,0.02,0.05,0.02,0.04,0.01,0.03,0.05,0.02,0.03,0.01,0.04,0.03,0.02,0.03
721,ПАО «НОВАТЭК»,Нефтегазовая,2021,ОУР,/download/9f067c4d7506bdca03e15a0c9bb5ab23/,0.05,0.02,0.02,0.02,0.06,0.02,0.04,0.03,0.11,0.03,0.02,0.04,0.01,0.01,0.03,0.03,0.03,0.0,0.03,0.05,0.03,0.03,0.01,0.04,0.04,0.04,0.04
722,ПАО «НОВАТЭК»,Нефтегазовая,2020,ОУР,/download/11e29f9aecff553ef6d60d3ed496296d/,0.04,0.02,0.02,0.02,0.04,0.02,0.03,0.03,0.11,0.02,0.02,0.03,0.01,0.01,0.03,0.02,0.02,0.01,0.02,0.04,0.03,0.03,0.01,0.04,0.04,0.04,0.04
723,ПАО «НОВАТЭК»,Нефтегазовая,2019,ОУР,/download/9062e7b5a50999a30c44b6cf316518c6/,0.04,0.02,0.01,0.02,0.03,0.02,0.03,0.03,0.11,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.04,0.02,0.03,0.01,0.04,0.03,0.03,0.03
724,ПАО «НОВАТЭК»,Нефтегазовая,2018,ОУР,/download/9544134e1fe4f550def6e908988c5716/,0.03,0.02,0.01,0.02,0.03,0.01,0.03,0.02,0.11,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.04,0.02,0.03,0.01,0.04,0.03,0.03,0.03
725,ПАО «НОВАТЭК»,Нефтегазовая,2017,ОУР,/download/9190cb4e6d618b793368541daa9889bc/,0.04,0.03,0.01,0.02,0.03,0.02,0.04,0.03,0.11,0.01,0.03,0.03,0.01,0.01,0.03,0.02,0.03,0.0,0.03,0.04,0.03,0.04,0.01,0.05,0.03,0.03,0.04
726,ПАО «НОВАТЭК»,Нефтегазовая,2016,ОУР,/download/b28890a51ccdcb805cc0fd169f0b5118/,0.04,0.02,0.01,0.02,0.03,0.02,0.04,0.02,0.1,0.01,0.03,0.03,0.01,0.01,0.03,0.02,0.03,0.0,0.02,0.04,0.02,0.04,0.01,0.06,0.03,0.03,0.03
727,ПАО «НОВАТЭК»,Нефтегазовая,2015,ОУР,/download/033e6d909aee2614cca10d60f1581f7a/,0.04,0.02,0.01,0.02,0.03,0.02,0.04,0.03,0.1,0.01,0.03,0.03,0.01,0.01,0.03,0.02,0.03,0.0,0.02,0.04,0.02,0.03,0.01,0.05,0.03,0.03,0.04
728,ПАО «НОВАТЭК»,Нефтегазовая,2014,ОУР,/download/f692d2bce220894e13f2175ba3dc823b/,0.04,0.02,0.01,0.02,0.03,0.02,0.04,0.02,0.1,0.01,0.03,0.03,0.01,0.01,0.03,0.02,0.03,0.0,0.02,0.05,0.02,0.03,0.01,0.04,0.03,0.03,0.04
729,ПАО «НОВАТЭК»,Нефтегазовая,2013,ОУР,/download/cf3a71db05db55e84fc3bd911e53c6c7/,0.04,0.02,0.02,0.03,0.02,0.02,0.04,0.03,0.1,0.01,0.03,0.02,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.03
730,ПАО «НОВАТЭК»,Нефтегазовая,2012,ОУР,/download/a42f9bfb284937fe013c8c12295f18c9/,0.03,0.02,0.01,0.02,0.02,0.02,0.03,0.03,0.11,0.01,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0.03
731,ПАО «НОВАТЭК»,Нефтегазовая,2011,ОУР,/download/74c2a92ac40d51017d71a1601a70b11f/,0.04,0.02,0.01,0.02,0.02,0.02,0.04,0.03,0.11,0.01,0.03,0.03,0.01,0.01,0.02,0.02,0.03,0.0,0.02,0.04,0.02,0.03,0.01,0.03,0.03,0.03,0.04
732,ПАО «НОВАТЭК»,Нефтегазовая,2010,ОУР,/download/66523c58cf246635a3e0c0ed7290c0fa/,0.04,0.02,0.01,0.03,0.03,0.02,0.04,0.03,0.11,0.01,0.03,0.03,0.01,0.01,0.03,0.02,0.03,0.0,0.02,0.04,0.02,0.02,0.01,0.03,0.03,0.03,0.04
733,ПАО «НОВАТЭК»,Нефтегазовая,"2009, 2008",ОУР,/download/89e3d2fea653bdee9f931b7acdbbce54/,0.05,0.03,0.01,0.02,0.03,0.03,0.05,0.03,0.11,0.01,0.03,0.04,0.01,0.01,0.03,0.03,0.03,0.0,0.03,0.05,0.03,0.03,0.01,0.04,0.04,0.04,0.04
734,ПАО «НОВАТЭК»,Нефтегазовая,"2007, 2006",ОУР,/download/7742bcd542d5b0ec2305148e495b5185/,0.04,0.02,0.01,0.01,0.03,0.02,0.03,0.02,0.12,0.01,0.03,0.04,0.02,0.02,0.04,0.02,0.03,0.01,0.03,0.05,0.03,0.03,0.01,0.03,0.04,0.04,0.04
736,ООО «НОВОГОР- Прикамье»,ЖКХ и бытовое обслуживание,2019,ОУР,/download/ae56189564e0080d94a038f92bf15a7f/,0.04,0.01,0.08,0.0,0.02,0.01,0.01,0.04,0.03,0.03,0.03,0.05,0.02,0.01,0.02,0.04,0.03,0.01,0.02,0.05,0.03,0.04,0.02,0.06,0.05,0.03,0.06
737,ООО «НОВОГОР- Прикамье»,ЖКХ и бытовое обслуживание,2018,ИО,/download/685bb20d57c8e6e4b4c4a3c34f0f3339/,0.05,0.01,0.11,0.0,0.01,0.02,0.01,0.04,0.03,0.02,0.02,0.04,0.02,0.01,0.02,0.04,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.02,0.03,0.02,0.04
741,ООО «НОВОГОР- Прикамье»,ЖКХ и бытовое обслуживание,2013,СО,/download/83576dbd17e93f78b8d586bb282cffb1/,0.05,0.01,0.12,0.0,0.02,0.02,0.02,0.04,0.04,0.01,0.03,0.04,0.01,0.01,0.03,0.04,0.03,0.0,0.02,0.04,0.03,0.03,0.02,0.03,0.04,0.03,0.04
744,ООО «НОВОГОР- Прикамье»,ЖКХ и бытовое обслуживание,2010,СО,/download/1f0a302561e6f32401fac73f8b5ceb97/,0.05,0.01,0.09,0.0,0.01,0.02,0.01,0.04,0.03,0.02,0.02,0.04,0.01,0.0,0.02,0.04,0.01,0.0,0.01,0.02,0.03,0.02,0.01,0.03,0.04,0.03,0.05
745,ООО «НОВОГОР- Прикамье»,ЖКХ и бытовое обслуживание,2009,СО,/download/5612d3bc5ba875de1fff55e04b963f25/,0.03,0.01,0.06,0.0,0.01,0.01,0.02,0.03,0.03,0.01,0.02,0.03,0.01,0.01,0.02,0.03,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.04,0.03,0.04
