,компания,сектор,год,тип отчета,ссылка на отчет,E_Общие,E_Биоразнообразие,E_Вода,E_Газ,E_Климат,E_Отходы,E_Экологический менеджмент,E_Энергия,S_Безопасность и охрана здоровья,S_Безопасность продукта,S_Благотворительность,S_Инвестиции и капитальные вложения,S_Налоги,S_Обучение и развитие,S_Оплата труда,S_Отношения с потребителями,S_Отношения с работниками,S_Охрана здоровья,S_Профсоюзы и коллективные договоры,S_Трудовые отношения,G_Антикоррупция,G_Дивиденды и акционеры,G_Инновации,G_Лидерство,G_Отчетность и прозрачность,G_Управление рисками,G_Эффективность и производительность
746,ООО «НОВОГОР- Прикамье»,ЖКХ и бытовое обслуживание,2008,СО,/download/d0ddf26c9da82a202fdb7064d24a890c/,0.03,0.01,0.06,0.0,0.01,0.01,0.01,0.03,0.03,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.01,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0.03
747,ООО «НОВОГОР- Прикамье»,ЖКХ и бытовое обслуживание,2007,СО,/download/7d869fc4fff000b29a37d1f1749ee47e/,0.03,0.01,0.08,0.0,0.01,0.01,0.01,0.03,0.02,0.01,0.02,0.02,0.01,0.0,0.01,0.02,0.01,0.0,0.01,0.02,0.02,0.02,0.01,0.03,0.03,0.02,0.03
751,ООО «Неманский целлюлозно-бумажный комбинат» (ЗАО «СЗЛК»),"Деревообрабатывающая, целлюлозно-бумажная",2005,ЭО,/download/4ebf869af3c680dea79721583aa492e5/,0.02,0.01,0.0,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.01
755,ООО «Нестле Россия» ,Производство пищевых и других потребительских товаров,"2019, 2018",СО,/download/96b2c6ed538fe4ccfd6f3f4adfc7c7f5/,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.02,0.0,0.01,0.01,0.0,0.0,0.01,0.02,0.02,0.0,0.01,0.02,0.02,0.01,0.0,0.01,0.02,0.01,0.02
756,ООО «Нестле Россия» ,Производство пищевых и других потребительских товаров,"2017, 2016",СО,/download/3fae2ea49c2760aee49608dcd45225b3/,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.0,0.02,0.01,0.0,0.01,0.01,0.02,0.01,0.0,0.01,0.02,0.01,0.01,0.0,0.01,0.02,0.01,0.02
757,ООО «Нестле Россия» ,Производство пищевых и других потребительских товаров,"2015, 2014",СО,/download/26b831bee21a2dd0f026446ca7ed219c/,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01
759,ООО «Нестле Россия» ,Производство пищевых и других потребительских товаров,2011,СО,/download/2182bb3455a8bdbc70c1844fd5c701c2/,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01
760,ПАО «Нижнекамскнефтехим»,"Химическая, нефтехимическая, парфюмерная",2015,ОУР,/download/4e156d6e1d078658c082ea67dc5aa27c/,0.03,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.01,0.03,0.02,0.01,0.02,0.03,0.03,0.03,0.0,0.02,0.04,0.02,0.04,0.01,0.05,0.03,0.02,0.03
761,ПАО «Нижнекамскнефтехим»,"Химическая, нефтехимическая, парфюмерная",2014,ОУР,/download/60d22460f886005bf4b5fc52c4d18b3e/,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.03,0.01,0.03,0.02,0.01,0.02,0.02,0.02,0.03,0.0,0.02,0.04,0.02,0.04,0.01,0.05,0.03,0.02,0.03
762,ПАО «Нижнекамскнефтехим»,"Химическая, нефтехимическая, парфюмерная",2013,ОУР,/download/0cd1a0f610e038e2539e5f9578c62e00/,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.03,0.02,0.02,0.02
763,ПАО «Нижнекамскнефтехим»,"Химическая, нефтехимическая, парфюмерная",2012,ОУР,/download/bebec73330cf88dbd13dc6a1e6afe25d/,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.01,0.03,0.02,0.01,0.02,0.03,0.02,0.03,0.0,0.02,0.04,0.02,0.02,0.01,0.03,0.02,0.02,0.03
764,ПАО «Нижнекамскнефтехим»,"Химическая, нефтехимическая, парфюмерная",2011,ОУР,/download/efeb31d3fa4ac7df2e8f3f2f2ea5a64a/,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.03,0.02,0.03,0.0,0.02,0.04,0.02,0.02,0.01,0.03,0.02,0.02,0.03
765,ПАО «Нижнекамскнефтехим»,"Химическая, нефтехимическая, парфюмерная",2010,СО,/download/7ede8050557f64dd82ae20cf40201a0d/,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.03,0.02,0.01,0.01,0.03,0.02,0.03,0.0,0.02,0.04,0.02,0.02,0.01,0.03,0.03,0.02,0.03
766,ПАО «Нижнекамскнефтехим»,"Химическая, нефтехимическая, парфюмерная",2009,СО,/download/7935c46af54302504647bb29c0dd506a/,0.02,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.04,0.01,0.02,0.03,0.01,0.02,0.04,0.03,0.03,0.01,0.03,0.05,0.02,0.03,0.01,0.04,0.03,0.02,0.03
767,Ново Нордиск АС Дания,"Образование, здравоохранение",2010,СО,/download/47b1db276d911a0568270bd5e1719b80/,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.15,0.01,0.01,0.02,0.0,0.0,0.01,0.01,0.01,0.04,0.01,0.02,0.01,0.01,0.0,0.02,0.02,0.01,0.02
768,Ново Нордиск АС Дания,"Образование, здравоохранение",2009,СО,/download/5ea06b6fc4dfcc091e91a64b09790df3/,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.14,0.01,0.01,0.02,0.0,0.0,0.01,0.01,0.01,0.04,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.02
769,Ново Нордиск АС Дания,"Образование, здравоохранение",2008,СО,/download/367922196379e0918a3b97f4cefa7a08/,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.12,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01
770,Ново Нордиск АС Дания,"Образование, здравоохранение",2007,СО,/download/a29bb89745c87e7f5d4a00984c6433c9/,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.11,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01
771,Ново Нордиск АС Дания,"Образование, здравоохранение",2005,СО,/download/5ee1f38f199551c4fbb6deda72b86597/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,ПАО «Новосибирский завод химконцентратов»,"Химическая, нефтехимическая, парфюмерная",2014,ИО,/download/255e7275d98e38b9f3baddaf55a37cde/,0.02,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.03,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.0,0.01,0.03,0.01,0.03,0.01,0.04,0.02,0.02,0.02
773,ПАО «Новосибирский завод химконцентратов»,"Химическая, нефтехимическая, парфюмерная",2013,ИО,/download/db87f5ee3be659c21836128ac4de2d1f/,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.02
774,ОАО Новосибирский коммерческий муниципальный банк,Финансы и страхование,"2007, 2006, 2005",СО,/download/e4a89f34ee52e9b439ef0f8422cb15cc/,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.03,0.02,0.03,0.03,0.02,0.01,0.03,0.03,0.04,0.0,0.02,0.04,0.02,0.03,0.01,0.04,0.03,0.06,0.04
775,ОАО «ОГК-1»,Энергетика,2008,ОУР,/download/f6c1ae7a1ec49641abf319f1e99ec6b9/,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.03,0.03,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.03,0.01,0.03,0.03,0.02,0.03
776,ОАО «ОГК-1»,Энергетика,2007,ОУР,/download/e77322911e324f08f090dc9452a84815/,0.03,0.01,0.01,0.01,0.02,0.01,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.01,0.03,0.02,0.03,0.0,0.03,0.04,0.02,0.03,0.01,0.04,0.03,0.02,0.03
777,ОАО «ОГК-1»,Энергетика,2006,ОУР,/download/b9e8225a14e4b9b14ff2a2e25c3e0d6a/,0.04,0.02,0.01,0.01,0.02,0.02,0.03,0.05,0.04,0.01,0.04,0.04,0.01,0.01,0.04,0.03,0.03,0.01,0.03,0.05,0.03,0.03,0.02,0.04,0.04,0.03,0.04
778,ОАО «ОГК-1»,Энергетика,2005,СО,/download/d9436a2761ca745cb97c5995e0963431/,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.03,0.01,0.0,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02
779,ПАО «ОГК-2»,Энергетика,2021,ОУР,/download/cb225bd3d9761dd6e3cc95598c7a8ca9/,0.07,0.02,0.03,0.03,0.05,0.02,0.04,0.07,0.07,0.03,0.03,0.06,0.02,0.02,0.05,0.04,0.05,0.01,0.05,0.07,0.05,0.05,0.02,0.07,0.06,0.05,0.06
780,ПАО «ОГК-2»,Энергетика,2020,ИО,/download/0aff97818b6887ccffba52ad2b7e482d/,0.03,0.01,0.01,0.03,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.03,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.04,0.01,0.07,0.01,0.09,0.04,0.02,0.04
781,ПАО «ОГК-2»,Энергетика,2011,ОУР,/download/fb6861eeb762bd6f98588849e2aca2d7/,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.04,0.03,0.01,0.01,0.03,0.01,0.0,0.02,0.02,0.01,0.0,0.02,0.02,0.01,0.02,0.01,0.02,0.03,0.03,0.03
782,ПАО «ОГК-2»,Энергетика,2010,ОУР,/download/e5f1b6304d9b731eab2be6544045ef20/,0.03,0.01,0.02,0.01,0.02,0.02,0.02,0.05,0.04,0.01,0.02,0.03,0.01,0.0,0.02,0.02,0.01,0.0,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0.04,0.02
786,ПАО «ОГК-2»,Энергетика,2006,ОУР,/download/f2156be4481e18357c8bfb8f5a9db9b8/,0.02,0.01,0.01,0.01,0.02,0.0,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.02,0.0,0.03,0.02,0.01,0.02
788,ОАО «ОГК-4» (Концерн E.ON)  ,Энергетика,2007,ОУР,/download/f72cc51ce58d2dee09c7c97bef8f4d5e/,0.03,0.01,0.01,0.0,0.02,0.01,0.02,0.04,0.03,0.01,0.02,0.04,0.01,0.01,0.02,0.03,0.03,0.0,0.03,0.03,0.02,0.03,0.01,0.03,0.03,0.03,0.03
789,ОАО «ОГК-4» (Концерн E.ON)  ,Энергетика,2006,СО,/download/17a46824da75c941712bc086bb756758/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,ОАО «ОГК-4» (Концерн E.ON)  ,Энергетика,2005,СО,/download/65624e5f6b1413950695b411366ec1e6/,0.03,0.02,0.02,0.01,0.02,0.01,0.02,0.04,0.03,0.01,0.02,0.04,0.01,0.01,0.02,0.03,0.02,0.0,0.02,0.03,0.03,0.03,0.01,0.04,0.03,0.02,0.03
792,АО «ОМК»,Металлургическая и горнодобывающая,2021,ИО,/download/df9c8a8017fa876c801be49e6e65a641/,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.03,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0.02
793,АО «ОМК»,Металлургическая и горнодобывающая,2020,ИО,/download/eccab850171c49cfaa4d5c28ecda0e74/,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.02
794,АО «ОМК»,Металлургическая и горнодобывающая,2019,ИО,/download/c27ea7202c210e2d52d04ed8aff31dc0/,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.0,0.01,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0.03
795,АО «ОМК»,Металлургическая и горнодобывающая,2018,ИО,/download/7d383a56ba4f7bfadfcea2c566603d15/,0.02,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.03,0.0,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.04,0.02,0.02,0.0,0.04,0.02,0.02,0.03
796,АО «ОМК»,Металлургическая и горнодобывающая,2017,ИО,/download/5214a4a6fda8adc11a03a50cdc226660/,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.03,0.01,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.0,0.02,0.04,0.02,0.02,0.01,0.04,0.03,0.02,0.04
797,АО «ОМК»,Металлургическая и горнодобывающая,2016,ИО,/download/5063383cd91729fb49c34ddf4f50b75f/,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.02,0.01,0.02,0.0,0.02,0.02,0.01,0.02
798,АО «ОМК»,Металлургическая и горнодобывающая,2015,ИО,/download/01d3bca60a55c91c5d7bbb6d521ad469/,0.02,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.03,0.01,0.03,0.02,0.01,0.01,0.03,0.02,0.03,0.01,0.02,0.04,0.02,0.02,0.01,0.04,0.03,0.02,0.04
799,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2021,СО,/download/34d9dd21992623d7bc248b88fe8cac7a/,0.03,0.01,0.0,0.0,0.01,0.0,0.01,0.04,0.05,0.0,0.03,0.02,0.01,0.01,0.08,0.02,0.11,0.01,0.06,0.08,0.03,0.03,0.0,0.05,0.03,0.02,0.06
800,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2020,СО,/download/f2ce0e869b6514c524e5c6822fa1ef04/,0.03,0.01,0.0,0.0,0.02,0.0,0.02,0.05,0.06,0.0,0.03,0.04,0.02,0.01,0.06,0.04,0.09,0.01,0.07,0.08,0.04,0.04,0.01,0.07,0.04,0.02,0.05
801,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2019,ОО,/download/57722a69bab7e32e20b0cd629d77664b/,0.03,0.01,0.0,0.0,0.02,0.0,0.01,0.05,0.05,0.0,0.03,0.04,0.02,0.01,0.06,0.04,0.08,0.0,0.07,0.08,0.04,0.04,0.01,0.06,0.04,0.02,0.05
802,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2018,ОО,/download/84292754e4e5c7ac8e9b0ca12cb88a72/,0.03,0.01,0.01,0.0,0.02,0.0,0.01,0.06,0.04,0.0,0.03,0.04,0.02,0.01,0.05,0.04,0.08,0.01,0.07,0.07,0.03,0.04,0.01,0.06,0.04,0.02,0.05
803,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2017,ОО,/download/60cb8404ca00135b89a4b09e09e7bcd2/,0.02,0.01,0.0,0.0,0.01,0.0,0.01,0.05,0.04,0.0,0.02,0.03,0.03,0.01,0.06,0.04,0.09,0.01,0.05,0.06,0.02,0.03,0.0,0.05,0.03,0.01,0.05
804,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2016,ОО,/download/d4ce9c89176427c64cb842effac88cad/,0.02,0.01,0.01,0.0,0.01,0.0,0.01,0.05,0.04,0.0,0.03,0.03,0.02,0.01,0.06,0.04,0.08,0.0,0.06,0.07,0.03,0.04,0.01,0.05,0.03,0.01,0.05
805,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2015,ОО,/download/bd8d66173c369d4984d2006261542dfe/,0.02,0.0,0.02,0.0,0.02,0.0,0.01,0.04,0.04,0.0,0.02,0.04,0.01,0.01,0.03,0.01,0.03,0.0,0.07,0.05,0.02,0.02,0.0,0.03,0.02,0.01,0.01
806,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2013,ОО,/download/68cbf64d399460638d196e59021b8b81/,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.05,0.07,0.0,0.02,0.03,0.02,0.01,0.07,0.02,0.1,0.0,0.11,0.1,0.06,0.02,0.0,0.04,0.03,0.01,0.06
807,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2012,ОО,/download/bd9e5f43efe19e875be77c97889e97f9/,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.05,0.07,0.0,0.01,0.02,0.02,0.01,0.07,0.01,0.09,0.0,0.12,0.1,0.07,0.02,0.01,0.04,0.03,0.01,0.05
808,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2011,ОО,/download/0f71bd2ddcb702a2ac960e76ff6581ee/,0.03,0.01,0.01,0.0,0.01,0.0,0.01,0.05,0.08,0.01,0.01,0.02,0.0,0.01,0.06,0.02,0.08,0.0,0.12,0.1,0.07,0.02,0.0,0.03,0.03,0.02,0.04
809,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2010,ОО,/download/3092f49c8ce9aa65e32390055dce40cc/,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.03,0.05,0.01,0.02,0.02,0.01,0.01,0.07,0.02,0.09,0.0,0.06,0.07,0.03,0.02,0.01,0.04,0.03,0.02,0.04
810,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2009,ОО,/download/f617c16079327c6feafd2bbcddf69ea1/,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.04,0.0,0.01,0.02,0.01,0.01,0.05,0.02,0.07,0.0,0.05,0.05,0.02,0.02,0.01,0.03,0.02,0.02,0.03
811,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2008,ОО,/download/ef6a6c775d20e42424a2026116933a73/,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.04,0.0,0.01,0.02,0.0,0.01,0.05,0.02,0.07,0.01,0.05,0.06,0.02,0.02,0.01,0.03,0.02,0.01,0.03
812,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2007,ОО,/download/8972d0a5d8b283c3d223f7864d57c685/,0.03,0.0,0.0,0.0,0.01,0.0,0.02,0.05,0.08,0.0,0.01,0.02,0.01,0.01,0.08,0.02,0.08,0.01,0.13,0.1,0.07,0.02,0.01,0.04,0.02,0.02,0.03
813,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2006,ОО,/download/79869d09934c45a88689b9a1ddb77be2/,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.05,0.07,0.0,0.01,0.02,0.01,0.01,0.08,0.02,0.08,0.01,0.12,0.09,0.07,0.02,0.01,0.03,0.02,0.01,0.03
814,«Общероссийское отраслевое объединение работодателей электроэнергетики»,Отраслевые отчеты,2005,ОО,/download/66cec20ca37404a3cd59336dafec3bd5/,0.02,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.03,0.0,0.01,0.02,0.01,0.0,0.08,0.02,0.09,0.0,0.05,0.05,0.02,0.02,0.01,0.03,0.02,0.01,0.04
815,Объединение «Желдортранс»,Отраслевые отчеты,2015,ОО,/download/dd07e9b3c62d828d49f80d78392cf6fa/,0.03,0.0,0.03,0.0,0.01,0.0,0.02,0.03,0.06,0.01,0.03,0.04,0.03,0.02,0.09,0.03,0.08,0.01,0.1,0.09,0.03,0.04,0.01,0.07,0.03,0.02,0.03
821,ПАО «Совкомбанк»,Финансы и страхование,2021,ОУР,/download/0de8548ab5f6e768286dfe883131d884/,0.02,0.01,0.0,0.0,0.03,0.01,0.01,0.02,0.04,0.05,0.02,0.05,0.01,0.01,0.03,0.03,0.02,0.0,0.02,0.03,0.03,0.04,0.01,0.04,0.05,0.07,0.04
822,ПАО «Совкомбанк»,Финансы и страхование,2020,ОУР,/download/3bafdea4f9468be930033841b3f7362c/,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.03,0.04,0.02,0.04,0.02,0.01,0.03,0.03,0.03,0.01,0.02,0.04,0.04,0.03,0.01,0.04,0.05,0.05,0.04
824,АО «ПО» Кристалл»,Металлургическая и горнодобывающая,2019,СО,/download/dc1dc52ca9adf3a6afd2b4e57753017b/,0.02,0.01,0.0,0.0,0.01,0.0,0.02,0.01,0.03,0.01,0.01,0.02,0.01,0.01,0.03,0.02,0.03,0.0,0.03,0.04,0.03,0.03,0.01,0.04,0.03,0.03,0.03
825,АО «ПО» Кристалл»,Металлургическая и горнодобывающая,"2018, 2017, 2016",ОУР,/download/34891b7d0063f71b6a4111af964bcfda/,0.02,0.01,0.0,0.0,0.01,0.0,0.02,0.01,0.03,0.01,0.01,0.02,0.01,0.01,0.03,0.02,0.03,0.0,0.03,0.04,0.03,0.03,0.01,0.04,0.03,0.03,0.03
826,АО «ПО» Кристалл»,Металлургическая и горнодобывающая,2015,ОУР,/download/46850a043e1070540ce0684ef2f450e0/,0.02,0.01,0.0,0.0,0.01,0.0,0.02,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.03,0.0,0.02,0.04,0.02,0.03,0.01,0.04,0.03,0.02,0.03
827,АО «ПО» Кристалл»,Металлургическая и горнодобывающая,2012,ОУР,/download/282f34e0633459b25bed218b59ca660b/,0.04,0.03,0.01,0.01,0.03,0.01,0.03,0.03,0.05,0.02,0.03,0.05,0.03,0.01,0.04,0.04,0.04,0.0,0.04,0.06,0.04,0.04,0.01,0.05,0.04,0.04,0.06
828,АО «ПО «Электрохимический завод»,Энергетика,2019,ЭО,/download/1d3c60c764cbe0a0aa6c273adffeeb26/,0.03,0.02,0.03,0.0,0.02,0.02,0.03,0.02,0.04,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.0,0.0,0.01,0.02,0.03,0.01,0.01,0.01,0.03,0.01,0.02
829,АО «ПО «Электрохимический завод»,Энергетика,2018,ЭО,/download/4c047c756ce60c95a5e8b99193a6162d/,0.03,0.02,0.03,0.0,0.02,0.02,0.03,0.02,0.04,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.0,0.0,0.01,0.02,0.03,0.01,0.01,0.01,0.03,0.02,0.02
830,АО «ПО «Электрохимический завод»,Энергетика,2018,ИО,/download/7c954d8db5e954d4a2dcde029b8734e0/,0.02,0.01,0.0,0.0,0.02,0.01,0.02,0.03,0.03,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.03,0.01,0.03,0.03,0.03,0.03
831,АО «ПО «Электрохимический завод»,Энергетика,2017,ИО,/download/6aebe975c0b572d776fcc5f787199e8c/,0.03,0.01,0.01,0.0,0.02,0.01,0.03,0.03,0.04,0.02,0.03,0.04,0.03,0.01,0.03,0.04,0.03,0.01,0.02,0.05,0.03,0.03,0.01,0.05,0.04,0.04,0.05
832,АО «ПО «Электрохимический завод»,Энергетика,2017,ЭО,/download/b4c259c571e011fe31b8ce4e8a8b6d7a/,0.03,0.02,0.03,0.0,0.02,0.02,0.03,0.02,0.04,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.0,0.0,0.01,0.02,0.02,0.01,0.01,0.01,0.03,0.02,0.02
833,АО «ПО «Электрохимический завод»,Энергетика,2016,ЭО,/download/8b0e316de1a669797b6d16f52904ce27/,0.03,0.02,0.03,0.0,0.02,0.03,0.03,0.02,0.05,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.0,0.0,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0.01,0.02
834,АО «ПО «Электрохимический завод»,Энергетика,2016,ИО,/download/d64aa92550ac153719bab75bff9ca470/,0.03,0.01,0.01,0.0,0.03,0.01,0.03,0.04,0.05,0.02,0.03,0.05,0.04,0.02,0.03,0.04,0.03,0.01,0.03,0.06,0.03,0.05,0.03,0.06,0.05,0.04,0.06
835,АО «ПО «Электрохимический завод»,Энергетика,2015,ЭО,/download/54347e73244e41533daf510b0bcd753b/,0.03,0.02,0.03,0.0,0.02,0.02,0.03,0.02,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.0,0.0,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.02
836,АО «ПО «Электрохимический завод»,Энергетика,2015,ИО,/download/f3ba67d3776ad8b82986f4a7baaec668/,0.03,0.02,0.01,0.0,0.04,0.01,0.03,0.05,0.05,0.02,0.03,0.06,0.05,0.02,0.03,0.05,0.03,0.0,0.03,0.06,0.03,0.05,0.03,0.07,0.05,0.05,0.07
837,АО «ПО «Электрохимический завод»,Энергетика,2014,ИО,/download/c82c98ded1a3c7af0a155ca5184b2356/,0.03,0.01,0.01,0.0,0.04,0.01,0.03,0.04,0.05,0.01,0.03,0.05,0.03,0.01,0.03,0.04,0.03,0.0,0.02,0.05,0.03,0.04,0.03,0.07,0.05,0.04,0.06
838,АО «ПО «Электрохимический завод»,Энергетика,2013,ИО,/download/358cd8f651c99f181f9c469abc9b65b0/,0.03,0.02,0.01,0.0,0.04,0.01,0.03,0.04,0.05,0.02,0.02,0.06,0.04,0.01,0.03,0.05,0.03,0.0,0.03,0.05,0.04,0.05,0.02,0.07,0.05,0.04,0.07
839,АО «ПО «Электрохимический завод»,Энергетика,2012,ИО,/download/5a24c1dcf156c0bb8be8794e0a415bdb/,0.04,0.02,0.01,0.0,0.03,0.01,0.04,0.04,0.06,0.02,0.03,0.04,0.02,0.01,0.04,0.04,0.04,0.0,0.03,0.06,0.04,0.05,0.01,0.06,0.05,0.04,0.05
840,АО «ПО «Электрохимический завод»,Энергетика,2011,ИО,/download/77b6392d7d09b1752bea30d8a1a41fba/,0.04,0.02,0.01,0.0,0.03,0.02,0.04,0.04,0.06,0.02,0.02,0.04,0.02,0.01,0.03,0.03,0.03,0.0,0.03,0.04,0.03,0.04,0.02,0.05,0.04,0.04,0.05
841,Петропавловск,Металлургическая и горнодобывающая,2020,ОУР,/download/df684c1644a740a70356528edc56ca75/,0.03,0.02,0.02,0.01,0.03,0.02,0.04,0.02,0.05,0.02,0.02,0.03,0.01,0.02,0.03,0.03,0.03,0.02,0.03,0.06,0.04,0.02,0.01,0.04,0.05,0.04,0.04
